id,nodes,edges,type,result,avgcoeff,no_of_tri,closed_tri,diameter 
2226,96687,2456770806,1,1,0.9989799675803606,244278995508,0.12573311229303524,1
2227,73709,1999717371,3,1,0.5746925472522093,104147476187,0.07518305820059866,15
2228,8986012,38148136049613,1,3,0.5875122396493844,2002506123684162,0.08370919058724766,4
2229,9088074,4644849491946,3,3,0.7194568672251326,141522877428864,0.09054175933945503,11
2230,42418,389423231,2,1,0.8321439012425341,1775832695,0.1055024505188224,7
2231,96297,3859204200,2,1,0.7942703623851406,366280984839,0.15652775500650917,15
2232,36319,408276029,2,1,0.6629239008014624,39598084893,0.11544400974229595,9
2233,2178317,1964117864186,2,2,0.7294357067960293,192368966112353,0.11851054998670195,4
2234,2786,363058,2,0,0.15105937334979547,17154917,0.028064056717984745,14
2235,4507,8099037,2,0,0.4244870442851413,526098998,0.05863032422822146,19
2236,1080,170883,1,0,0.7103508630659021,3531248,0.10112438473014074,10
2237,2392762,2375366305924,1,2,0.8692286291961454,73083331202450,0.12261137713184007,5
2238,7423341,8164088867879,0,3,0.6838088754683223,478009270485487,0.08956414672569643,20
2239,3916178,6326939595704,0,3,0.7335134362315495,607108008056935,0.1263094170960609,8
2240,7935635,22363749684041,3,3,0.15171107237436665,120787924862759,0.025594609063268475,12
2241,687116,233863777873,2,2,0.7012910005367738,7466677471239,0.10989095709700296,9
2242,5608367,11880193985762,0,3,0.27783611499004746,1102119335087254,0.04676264153435032,6
2243,41871,443607318,3,1,0.5784738246611341,20619924595,0.08522113270821545,13
2244,1754770,1531831874147,0,2,0.256402714708441,122847039680511,0.04261325864925065,4
2245,2962374,3765406080297,1,3,0.2182202892187426,122750783783122,0.030722997770567192,14
2246,2134260,533125248345,1,2,0.8665374953869547,29511425954541,0.12458355228340681,2
2247,1572,479964,0,0,0.9660846397619187,16841163,0.12949600447908438,11
2248,4945933,9134509378534,0,3,0.9918024603545486,461823274664963,0.1801666016973079,6
2249,4735,11104560,0,0,0.46606705395796466,332324528,0.0610316988337851,5
2250,4584,7878650,2,0,0.07957117240066358,296568307,0.012929323425513888,13
2251,89410,21243109,2,1,0.38163019734331105,583732322,0.0488045365748013,18
2252,6908088,21428242776808,0,3,0.25855230720022004,127310205423522,0.03571191312274593,4
2253,7035112,23467933302693,1,3,0.07737685774381253,834180397875539,0.010209306817129624,8
2254,49277,1141062337,1,1,0.16013559298453506,51978607094,0.025946952948684425,5
2255,2806770,3523844800673,2,3,0.8958084765568441,251454731221727,0.16629783620372887,12
2256,1991739,1752426091045,2,2,0.6290499132429422,21421708969191,0.10609093480218916,10
2257,3355636,2604276203982,3,3,0.4685515450005009,169584296332826,0.08556358823197545,2
2258,2624,1220666,2,0,0.361652394059803,29415428,0.05894672859407346,4
2259,5387741,2495357473196,0,3,0.8501400603852911,201512875863382,0.13985210729626632,5
2260,2552,1706696,3,0,0.43392239956354195,128375432,0.0809966046064986,19
2261,3083,3772189,0,0,0.8850872072689413,209865343,0.13482155337349871,10
2262,65758,511426840,0,1,0.3238804146341603,7327941329,0.05439583724960567,2
2263,2409,154811,2,0,0.6684856334521516,15097525,0.0913076893572242,17
2264,47232,860475183,1,1,0.4213034619481979,73553265323,0.0627178333761588,4
2265,25669,80124883,2,1,0.5583006355387939,3706297445,0.07136463263818306,19
2266,1388917,1215119563,1,2,0.8857252856861282,50940786562,0.14886035790689078,11
2267,4789,10891960,1,0,0.045825960884979144,272335991,0.007071325509979209,10
2268,6959482,14709277959719,3,3,0.4325630010682383,640746266401520,0.07781640414056465,6
2269,4413,3677304,2,0,0.6586093672087251,204083049,0.10522859626742864,7
2270,81239,3201041515,2,1,0.3891292468776031,113669353680,0.052137379440615854,10
2271,2302749,2297242140996,1,2,0.9578939540422587,124131515628700,0.14033262270972044,6
2272,76053,2476251663,1,1,0.6989097021263293,237100644167,0.1059616212853279,2
2273,2671,770223,2,0,0.6005145765884065,66859318,0.09433483666195007,8
2274,1548771,1015808131415,3,2,0.5741838405415179,89294995190937,0.07478812577330363,7
2275,3879,3937554,1,0,0.34758389907136544,192432545,0.06514462695381142,6
2276,67592,802297941,3,1,0.44376727797763194,45451472748,0.07853382447440715,3
2277,9024983,7512172912452,3,3,0.40420317401707884,705304949078551,0.06759354026663635,6
2278,2021097,260077816218,0,2,0.4664015143674357,23289156776124,0.06832450338808306,7
2279,95072,317737350,0,1,0.1353108989755798,8189042308,0.021164051242731123,10
2280,69929,577286245,2,1,0.9268124719424189,5016270793,0.16665157893532795,6
2281,17414,120094381,1,1,0.8058633186709352,1621729706,0.1258275822532208,8
2282,47009,837204146,2,1,0.48081188276568865,30480489873,0.07592258718530907,11
2283,77477,2518438669,2,1,0.6961476671560175,5140501292,0.1035746981714224,17
2284,91919,2084870678,0,1,0.7777101460406165,95731378451,0.14825767286925867,1
2285,8093578,29029299428362,3,3,0.18459123144216005,2459431042175966,0.023592173519947347,3
2286,51340,1193312259,3,1,0.9885450149282123,82236658421,0.169120389916351,20
2287,3350,5251897,3,0,0.7129947105043345,75560963,0.12209179319718963,16
2288,9268295,25281141558862,2,3,0.7605178049433098,398455220260658,0.10767268727337287,18
2289,3086,3160473,1,0,0.9189303014739549,183625716,0.13293549764262338,19
2290,9028600,28830679464665,3,3,0.35785312245311807,2606815019240911,0.05839162232422472,8
2291,3998,2682162,0,0,0.898886488836702,62086947,0.12054698188261335,8
2292,3192,5028576,1,0,0.6885892679089782,207925899,0.08876138408237082,19
2293,2362955,2772941461384,2,2,0.019969174641753407,12594178772769,0.0026551145338522615,14
2294,8938962,37453842183216,1,3,0.008732931027668811,2021860032381450,0.0014961230707939428,13
2295,4763009,10199222426944,0,3,0.16611165735775202,524358106180492,0.026053629641302038,17
2296,1800457,770997105420,3,2,0.12096528069202073,50272904315333,0.017869925969337203,12
2297,6861804,6503862973363,1,3,0.3809655340751614,373714846898547,0.054342139214929426,13
2298,748774,165032710130,1,2,0.6753868107059106,11179065318129,0.10031177636170728,11
2299,1486027,150450845339,2,2,0.8375826253779648,4568088104602,0.12801417612254992,6
2300,3448,5384035,1,0,0.1503033749114039,147625233,0.028898553682012437,10
2301,1921644,1798759022304,2,2,0.7437472593954698,39588357795376,0.1476154659023539,9
2302,1817009,1638232133542,1,2,0.49228229247310573,57045106877433,0.06668638550932579,11
2303,402,24831,2,0,0.35552480097429173,1930827,0.0490314137047331,10
2304,29285,137599990,3,1,0.009483748136438375,10428912181,0.0012154897430669107,20
2305,92168,2478320806,1,1,0.3181394408165875,25686800997,0.04762940254485903,12
2306,51474,429327698,1,1,0.8531741201650221,13757274543,0.12094644035969775,2
2307,6882180,18430288109487,2,3,0.6256264609041436,1216011725950794,0.0979249024342119,5
2308,2245753,1572906381441,0,2,0.7351028251003288,24167570946655,0.10048836510118764,1
2309,2223711,1923392744104,3,2,0.012822650748344988,126784958590513,0.002154305332198113,1
2310,8510222,29446666552732,3,3,0.764846761710179,120539644810854,0.1526388069421008,13
2311,6022034,449755765957,0,3,0.7882012766218349,27810140131300,0.12157128715370018,14
2312,238577,27397485420,0,2,0.7368202528610117,1170110655162,0.12903016357405156,14
2313,5544193,5285064341735,1,3,0.6259185953376881,224317194203966,0.10484254221654116,3
2314,3942969,2279615630489,2,3,0.4234196152466695,160598876364278,0.05357434310770416,8
2315,72153,540211381,0,1,0.9181437215764032,27669963960,0.13306207622803556,15
2316,3427,568523,0,0,0.9058806073555544,3918847,0.14840368051962213,8
2317,33210,538281628,3,1,0.21717954648368387,40740476769,0.030652322857748594,19
2318,4406273,3919916856805,1,3,0.8086875357551213,159646761848547,0.10698858249735059,18
2319,293,26872,1,0,0.7334204496080373,767910,0.0920980674914791,2
2320,4406,6239698,0,0,0.1165437765998838,258879834,0.016131942782004582,16
2321,7918815,24955067647155,3,3,0.11950703360478054,1963418960549580,0.017622658682837862,10
2322,3683633,3810764375327,2,3,0.2472979517397932,332406085923759,0.03492417482492545,1
2323,2238347,432358957466,1,2,0.041663069216506865,27429966611955,0.00715205738912108,1
2324,17602,135602362,3,1,0.5980578396482105,1994722666,0.07786697076952834,11
2325,96229,1195926759,3,1,0.30863963055935895,118976834549,0.04838534166753905,12
2326,9062587,37450472886805,1,3,0.7146763109175535,316284932507075,0.08958416120183348,10
2327,73563,855276457,1,1,0.40085965885497743,79278139078,0.06778614352367783,9
2328,1851324,924095475081,0,2,0.23440437496164057,88731061501644,0.0459591455897662,16
2329,669,1384,1,0,0.5620701584138645,76200,0.08138248204828696,2
2330,170483,7704696104,2,2,0.9469511874382924,627939765181,0.15088456147815218,2
2331,9946833,353377243687,1,3,0.8797151383368901,27125167646640,0.11539316511615845,8
2332,4349258,6475399927806,2,3,0.05028171220634725,402785032392842,0.009086993817349506,12
2333,2167,1399455,2,0,0.07702418784946607,85514795,0.010066815360410061,10
2334,2299782,1943017696275,2,2,0.8550274161642663,147729837754367,0.13159132819629743,1
2335,2517,2004703,3,0,0.12329895335167873,164830666,0.02254161542034009,13
2336,5251373,2634805441551,1,3,0.07540085302167565,234342053562357,0.009490919508765535,9
2337,1993872,1165689044147,1,2,0.9391191716875043,59668355181737,0.11959035086619495,16
2338,1118,283982,1,0,0.6912001313094263,10481558,0.11134219615730698,9
2339,9374507,10871164905852,0,3,0.7153818347392208,35119946091784,0.13228900274651575,4
2340,33804,206404325,1,1,0.14025357604239752,4862172750,0.026765011495665864,6
2341,2308154,209751095652,0,2,0.6492524765820835,6814229568645,0.09653362624157968,4
2342,1233485,308762312837,1,2,0.8272133733776846,14166564645587,0.13375854739217163,14
2343,415510,70486563432,2,2,0.3579893465234688,2851301395173,0.06365512995629052,4
2344,2969963,1916351701426,3,3,0.1927319681088402,35429009104590,0.025078033482707315,18
2345,5206948,4126966152126,1,3,0.28543491538616383,78716170738690,0.04164360480417262,3
2346,921,154470,1,0,0.1549633977055268,13969353,0.02325428753857213,5
2347,3601782,2252359582874,1,3,0.60133203507488,124189177921961,0.08425773411882688,3
2348,77720,254020877,2,1,0.49401669728207753,12182373593,0.09489056390696977,18
2349,8823907,32564673312669,2,3,0.6649047671098377,1297267238957600,0.1122404775011068,2
2350,15058,40981329,2,1,0.08941227698631415,2675946031,0.015039355574239126,20
2351,9997276,29664706986620,0,3,0.722715627744046,388723622841964,0.09693194277896229,13
2352,2539786,1903865070782,3,3,0.6191915152203056,4783090132173,0.09555318049401103,5
2353,39597,43186641,1,1,0.9155999159501328,3218176611,0.1579657744436457,14
2354,13317,4521132,2,1,0.5754531587514983,345922554,0.09309111713717284,4
2355,2747652,2530656003355,1,3,0.9535322631410004,26503844352917,0.18318019768436755,19
2356,6254106,12707749112670,0,3,0.3038490663132033,493832023856800,0.05898790078035835,10
2357,168530,12506084663,2,2,0.0373665450839189,432934778986,0.006829256213584295,17
2358,1873491,16638940743,3,2,0.07840856249459216,1523957003085,0.013214268223414958,15
2359,77432,918102148,2,1,0.6872483669846431,1903500607,0.11960695425466707,7
2360,1907798,392322914989,1,2,0.22885761331653875,891780577784,0.04331914023672777,5
2361,38516,138903748,3,1,0.24910240211757062,8795816493,0.03841085014852021,12
2362,6184,8549614,0,1,0.023180701585764907,731129533,0.003060065445870789,14
2363,393658,65862825259,1,2,0.49255722716535777,6298678317489,0.06361353782638433,7
2364,33465,295470512,2,1,0.6835649385883598,1210839322,0.08738119400305872,9
2365,4815,10127806,0,0,0.5770311567127159,85714535,0.0817189820506259,14
2366,8764425,20541826849986,1,3,0.35719653212023617,486729106799948,0.060359447890635964,1
2367,2498,1907471,2,0,0.28420481701886047,18247531,0.05230815395625041,11
2368,8362644,25882552980778,1,3,0.8100118534518386,1818323773418855,0.1394897167446846,18
2369,6425306,578496891671,3,3,0.28846768086704744,18594868886297,0.045009269129412915,11
2370,8315528,13860107610106,2,3,0.4289235461141768,1026288355932986,0.06919688380981028,15
2371,628710,94398521126,0,2,0.2639733438925749,684053548692,0.038373065517358904,14
2372,481,63245,2,0,0.2069989963855825,2268806,0.03639527740839494,11
2373,4251,3005296,0,0,0.5768691114829152,296887437,0.08390633941696382,13
2374,10302,31266225,1,1,0.9518563934874931,3048492934,0.16154532857364506,4
2375,99112,841616482,3,1,0.3367994296352357,74570584233,0.04553553830231981,8
2376,4524,3977544,3,0,0.7474567109312327,327160394,0.10174302587179139,17
2377,36165,427789385,1,1,0.7509772388153005,11120638222,0.09591639866897882,11
2378,1710722,48828644562,0,2,0.6294939758852245,4618271702080,0.08505994077310318,14
2379,41390,831483105,2,1,0.7223603006984798,74623723323,0.11896096863022385,8
2380,191071,443858814,3,2,0.11338916986636116,10193993084,0.01588364020530535,15
2381,743,94671,2,0,0.49593311004905505,181039,0.06615904758226299,4
2382,1858,1446704,3,0,0.4674204905856605,130366055,0.07729730062360246,8
2383,1938,79417,2,0,0.9186449340162031,1720274,0.15838181101589924,8
2384,25372,29644732,1,1,0.1685826136845736,163201582,0.02852955650829613,13
2385,1908658,1272246408808,1,2,0.5677503662355909,11737480135847,0.07114184655302368,14
2386,1758,440790,1,0,0.18908073560131067,8611984,0.030450877913185157,14
2387,74613,113225937,3,1,0.44458130649879646,4834633261,0.0633087334354653,1
2388,4157132,2894801291454,2,3,0.5979619958856176,39289482072643,0.11387113390826292,12
2389,4351,6880923,3,0,0.03258603131055726,310233436,0.005129284932146203,4
2390,5534981,11590857828396,3,3,0.26063058309262344,1018388350629404,0.041963285607962836,4
2391,618074,158744110217,2,2,0.0728517864243593,13170170999950,0.010900993923362466,16
2392,140496,1552118687,3,2,0.31386091333772526,107191150181,0.0496874353028695,1
2393,4044,6410216,2,0,0.0406622758710361,153504890,0.007361665224744502,6
2394,902451,392608055799,0,2,0.410833386484727,16348293878585,0.07974927458413125,9
2395,52071,362547025,3,1,0.19466726544557633,16890315540,0.03545439600880918,9
2396,10243,25650321,0,1,0.6110330770739675,43288359,0.10876642046808582,9
2397,3565891,6132211034131,0,3,0.3834757874375645,212932771148252,0.0486065545899006,1
2398,1690582,369199909825,1,2,0.303550308131428,31532846620821,0.05445575441930998,11
2399,9718219,23103775347287,1,3,0.9462191728906084,832751534707145,0.13207258558467316,13
2400,39078,220300865,2,1,0.006259714549561757,10388180446,0.0007888398625299991,3
2401,51,645,0,0,0.5535245371274067,46859,0.09668210342446201,7
2402,1616,880397,3,0,0.3912806833341863,65823578,0.06602657528121474,9
2403,32310,22666197,3,1,0.43017677297146184,792317981,0.05713164290875429,2
2404,2145,1755827,3,0,0.9810600872631168,34533695,0.13709380880476896,10
2405,4233891,4606741484443,1,3,0.7788636730242327,175716364945066,0.12801846879760323,4
2406,54557,1391523373,3,1,0.14510599074860786,97498234952,0.02257679019493757,20
2407,3051,1811810,0,0,0.2293885461182409,124730019,0.04219526604339743,2
2408,1869500,1363892825488,0,2,0.4073968408284081,112952069080152,0.055002864619103885,13
2409,85320,2534337214,0,1,0.40442857706374735,230968842085,0.05134617914353144,8
2410,2014,855299,1,0,0.639249223164453,49532050,0.09637714633916088,5
2411,148,1262,3,0,0.3544504281076266,85959,0.04691947151486398,17
2412,51892,510423375,2,1,0.11823038466181379,21569197719,0.01529607456127727,3
2413,9051665,22365642423319,0,3,0.48220773527715277,109138054221387,0.06228470289043436,19
2414,1967308,771545021288,2,2,0.4638851945322163,64892574539481,0.05874836429790535,17
2415,9503118,13804739839040,2,3,0.9304093885214862,622165984556724,0.16687198070174714,5
2416,627,140863,1,0,0.43305925025190173,4549306,0.05671894045300234,20
2417,21455,129563591,1,1,0.1260524053156049,2408791095,0.017901850290880237,3
2418,7661415,26941664041799,0,3,0.6635271647023465,48466541422802,0.12682799893497604,9
